Title,Price,Neighborhood,Size,Rooms,Bedrooms,Bathrooms,Floors,Additional Information,Location
Superbe appartement à vendre à Tanja Balia. 4 pièces. Avec ascenseur et espace vert,1 152 000 DH,Malabata à Tanger,96 m²,4 Pièces,3 Chambres,2 Salles de bains,Not specified,"['Nouveau', ""Moins d'un an""]","['35.79228959089124', '-5.754261016845703']"
Bel appartement à vendre à Tanja Balia. 3 pièces confortables. Système de parabole et résidence sécurisée,936 000 DH,Malabata à Tanger,78 m²,3 Pièces,2 Chambres,2 Salles de bains,Not specified,['Nouveau'],"['35.79228959089124', '-5.754261016845703']"
"Tanger, médina: très belle maison d'hôtes à vendre vue mer",4 700 000 DH,De La Plage à Tanger,380 m²,7 Pièces,5 Chambres,5 Salles de bains,Not specified,"['Bon état', '5-10 ans']","['35.786107', '-5.811162']"
Bel appartement à vendre à Malabata,1 280 000 DH,Malabata à Tanger,100 m²,3 Pièces,2 Chambres,2 Salles de bains,Not specified,['Nouveau'],"['35.790910214405564', '-5.739938020705921']"
Appartement en vente en Centre. 3 chambres,2 970 000 DH,Centre à Tanger,151 m²,4 Pièces,3 Chambres,2 Salles de bains,Not specified,['Nouveau'],"['35.783888220852646', '-5.804686546325684']"
Vente d'un bel appartement à Marjane. Superficie 79 m²,910 000 DH,Marjane à Tanger,79 m²,Not specified,1 Chambre,1 Salle de bain,Not specified,[],"['35.744093549392474', '-5.843905054103692']"
Vente d'un bel appartement en Centre. Surface de 145 m²,3 000 000 DH,Centre à Tanger,145 m²,4 Pièces,3 Chambres,2 Salles de bains,Not specified,['Nouveau'],"['35.783888220852646', '-5.804686546325684']"
Jolie villa en vente,4 700 000 DH,Bel Air - Val fleuri à Tanger,345 m²,8 Pièces,4 Chambres,2 Salles de bains,Not specified,['Bon état'],"['35.76559854733391', '-5.835750757525659']"
Vente appartement delaplage tanger,1 350 000 DH,De La Plage à Tanger,92 m²,3 Pièces,2 Chambres,2 Salles de bains,1er étage,"['Nouveau', '10-20 ans']","['35.77525384929336', '-5.863094329833984']"
Vente appartement meublee tanger,1 100 000 DH,Marjane à Tanger,95 m²,3 Pièces,2 Chambres,2 Salles de bains,4ème étage,"['Nouveau', '1-5 ans']","['35.77525384929336', '-5.863094329833984']"
Vente appartement du golf rahrah,1 350 000 DH,Du Golf à Tanger,96 m²,4 Pièces,3 Chambres,2 Salles de bains,1er étage,"['Nouveau', '1-5 ans']","['35.77525384929336', '-5.863094329833984']"
Vente d'un bel appartement à Malabata. 1 belle chambre. Piscine et service de Conciergerie.,1 102 000 DH,Malabata à Tanger,58 m²,2 Pièces,1 Chambre,1 Salle de bain,Not specified,"['Nouveau', '1-5 ans']","['35.79228959089124', '-5.754261016845703']"
Vente d'un bel appartement à El Baraka. Superficie 58 m². Belle terrasse et jardin,300 000 DH,El Baraka à Tanger,58 m²,2 Pièces,2 Chambres,1 Salle de bain,Not specified,['Bon état'],"['35.73192761406962', '-5.81680134936532']"
Maison d’hotes a vendre situation la kasbah,6 000 000 DH,Médina à Tanger,320 m²,Not specified,Not specified,8 Salles de bains,Not specified,[],"['35.787160682728306', '-5.811853408813477']"
Appartement de luxe avec terrasse vue dégagée,1 700 000 DH,Centre à Tanger,104 m²,3 Pièces,2 Chambres,2 Salles de bains,7ème étage,"['Bon état', '5-10 ans']","['35.77525384929336', '-5.863094329833984']"
Bel appartement au prix interessant,1 310 000 DH,Marchan à Tanger,131 m²,5 Pièces,3 Chambres,2 Salles de bains,6ème étage,"['Bon état', '20-30 ans']","['35.77525384929336', '-5.863094329833984']"
Appartement sur la corniche au prix cassé,2 800 000 DH,De La Plage à Tanger,161 m²,5 Pièces,3 Chambres,2 Salles de bains,7ème étage,"['Bon état', '10-20 ans']","['35.77525384929336', '-5.863094329833984']"
Appartement nickel au prix interessant,750 000 DH,Beni Makada Lakdima à Tanger,93 m²,4 Pièces,3 Chambres,1 Salle de bain,2ème étage,"['Bon état', '20-30 ans']","['35.73652689518052', '-5.8206939697265625']"
Appartement dans un complexe résidentiel,860 000 DH,Marjane à Tanger,82 m²,3 Pièces,2 Chambres,2 Salles de bains,Not specified,"['Bon état', '10-20 ans']","['35.77525384929336', '-5.863094329833984']"
Appartement vue mer dans un complexe Achakar,1 700 000 DH,Achakar à Tanger,146 m²,4 Pièces,2 Chambres,2 Salles de bains,3ème étage,"['Bon état', '5-10 ans']","['35.77525384929336', '-5.863094329833984']"
Superbe appartement à vendre à Moujahidine. 4 grandes pièces. Bien meublé,1 385 000 DH,Moujahidine à Tanger,94 m²,4 Pièces,2 Chambres,2 Salles de bains,3ème étage,"['Nouveau', '1-5 ans']","['35.7626884039691', '-5.838654337189156']"
Belle villa vue sur mer à vendre Tanger,5 500 000 DH,Malabata à Tanger,251 m²,6 Pièces,4 Chambres,2 Salles de bains,Not specified,"['Bon état', '5-10 ans']","['35.76513279309228', '-5.777177810668945']"
Belle villa de 2250m² à vendre à TANGER – Achakar,7 500 000 DH,Achakar à Tanger,2250 m²,6 Pièces,5 Chambres,3 Salles de bains,Not specified,"['Bon état', '5-10 ans']","['35.77525384929336', '-5.863094329833984']"
Appartement F4 à vendre à Moulay smail,1 850 000 DH,Centre à Tanger,230 m²,4 Pièces,3 Chambres,2 Salles de bains,8ème étage,"['Bon état', '10-20 ans']","['35.77525384929336', '-5.863094329833984']"
Villa moderne avec piscine à vendre Malabata,8 000 000 DH,Malabata à Tanger,450 m²,4 Pièces,3 Chambres,2 Salles de bains,Not specified,"['Nouveau', '5-10 ans']","['35.76513279309228', '-5.777177810668945']"
Vente d'un bel appartement à Route Nationale Assilah. 8 pièces confortables. Piscine et air conditionné,11 000 DH,Route Nationale Assilah (N1) à Tanger,195 m²,8 Pièces,3 Chambres,2 Salles de bains,3ème étage,"['Nouveau', '1-5 ans']","['35.7245266166449', '-5.904153777232919']"
Une Villa titrée de 3 niveaux dans un lotissement,2 350 000 DH,Aharrarine à Tanger,480 m²,9 Pièces,7 Chambres,3 Salles de bains,Not specified,['Bon état'],"['35.712789193374775', '-5.903520584106445']"
T6 200m2 Tanja Balia 6 chbs neuf,150 000 EUR,Tanja Balia à Tanger,200 m²,10 Pièces,6 Chambres,2 Salles de bains,4ème étage,"['Nouveau', '1-5 ans']","['35.7658872710907', '-5.763058662414551']"
Appartement à vendre en tanja balia. 3 chambres agréables. Espaces verts et ascenseur,1 188 000 DH,Centre à Tanger,99 m²,4 Pièces,3 Chambres,2 Salles de bains,Not specified,['Nouveau'],"['35.77824812995999', '-5.804815292358398']"
Appartement à vendre en Centre. 4 pièces. Avec ascenseur et terrasse,1 104 000 DH,Centre à Tanger,96 m²,4 Pièces,3 Chambres,2 Salles de bains,Not specified,"['Nouveau', ""Moins d'un an""]","['35.77824812995999', '-5.804815292358398']"
Bel appartement à vendre en tanja balia. 2 belles chambres. Climatisation et piscine,936 000 DH,Centre à Tanger,78 m²,3 Pièces,2 Chambres,2 Salles de bains,Not specified,"['Nouveau', ""Moins d'un an""]","['35.77824812995999', '-5.804815292358398']"
Maison à vendre titre,950 000 DH,Beni Makada Lakdima à Tanger,62 m²,6 Pièces,3 Chambres,3 Salles de bains,Not specified,"['Bon état', '5-10 ans']","['35.74366771783764', '-5.810394287109375']"
Appartement en vente à Route Nationale Assilah. 2 chambres agréables,400 000 DH,Route Nationale Assilah (N1) à Tanger,60 m²,3 Pièces,2 Chambres,1 Salle de bain,Not specified,['Nouveau'],"['35.649392109473304', '-5.970693826675131']"
Vend appartement à Route Nationale Assilah. 2 belles chambres,400 000 DH,Route Nationale Assilah (N1) à Tanger,60 m²,3 Pièces,2 Chambres,1 Salle de bain,Not specified,['Nouveau'],"['35.649392109473304', '-5.970693826675131']"
Appartement à l'achat à Marjane. Surface de 85 m²,1 110 000 DH,Marjane à Tanger,85 m²,4 Pièces,2 Chambres,2 Salles de bains,Not specified,['Nouveau'],"['35.744093549392474', '-5.843905054103692']"
Superbe appartement à vendre à Boukhalef. 2 belles chambres,250 000 DH,Boukhalef à Tanger,57 m²,Not specified,2 Chambres,1 Salle de bain,Not specified,[],"['35.72286065381187', '-5.887008905410937']"
Bâtiment sur avenue principale,5 900 000 DH,Al Warda à Tanger,430 m²,9 Pièces,5 Chambres,4 Salles de bains,Not specified,"['À rénover', '20-30 ans']","['35.753898322365814', '-5.815843405454417']"
Bel appartement à vendre en Centre. 3 pièces. Service de concierge et climatisation,948 000 DH,Centre à Tanger,79 m²,3 Pièces,2 Chambres,2 Salles de bains,Not specified,['Nouveau'],"['35.77824812995999', '-5.804815292358398']"
Appartement Marjane route de Rabat,1 200 000 DH,Ahlane à Tanger,100 m²,1 Pièce,3 Chambres,2 Salles de bains,1er étage,"['Bon état', '5-10 ans']","['35.74150811965839', '-5.838675498962402']"
Appartement à vendre en Centre. 3 belles chambres. Résidence avec piscine,1 188 000 DH,Centre à Tanger,99 m²,4 Pièces,3 Chambres,2 Salles de bains,Not specified,['Nouveau'],"['35.77824812995999', '-5.804815292358398']"
Superbe appartement à vendre à Malabata. Superficie 103 m². Ascenseur et terrasse,1 184 500 DH,Malabata à Tanger,103 m²,4 Pièces,3 Chambres,2 Salles de bains,Not specified,['Nouveau'],"['35.79228959089124', '-5.754261016845703']"
Vend appartement à Malabata. 2 chambres agréables. Places de stationnement et terrasse,1 164 000 DH,Malabata à Tanger,97 m²,4 Pièces,2 Chambres,2 Salles de bains,Not specified,['Nouveau'],"['35.79228959089124', '-5.754261016845703']"
"Vente d'un bel appartement à Tanja Balia. 3 chambres. Piscine, climatisation",1 152 000 DH,Tanja Balia à Tanger,96 m²,4 Pièces,3 Chambres,2 Salles de bains,Not specified,['Nouveau'],"['35.7715562', '-5.7692445999999995']"
Vend appartement à Malabata. Superficie 80 m². Antenne parabolique et sécurité,960 000 DH,Malabata à Tanger,80 m²,3 Pièces,2 Chambres,2 Salles de bains,2ème étage,"['Nouveau', ""Moins d'un an""]","['35.79228959089124', '-5.754261016845703']"
Vend appartement en tanja balia. Surface totale 115 m². Piscine et air conditionné,1 370 000 DH,Centre à Tanger,115 m²,4 Pièces,3 Chambres,2 Salles de bains,Not specified,['Nouveau'],"['35.77824812995999', '-5.804815292358398']"
Appartement en vente à Tanja Balia. 2 chambres agréables. Avec ascenseur,590 000 DH,Tanja Balia à Tanger,66 m²,3 Pièces,2 Chambres,1 Salle de bain,1er étage,"['Nouveau', ""Moins d'un an""]","['35.7658872710907', '-5.763058662414551']"
Une belle apparemment à vendre Tanger malabata,3 246 000 DH,Centre à Tanger,197 m²,16 Pièces,3 Chambres,2 Salles de bains,Not specified,['Bon état'],"['35.77525384929336', '-5.863094329833984']"
Bel appartement ensoleillé,570 000 DH,Ahlane à Tanger,65 m²,3 Pièces,2 Chambres,1 Salle de bain,3ème étage,"['Bon état', '5-10 ans']","['35.74661581037833', '-5.836884002761067']"
Appartement à vendre à Castilla. 86 m²,1 000 000 DH,Centre à Tanger,86 m²,5 Pièces,2 Chambres,1 Salle de bain,6ème étage,['Bon état'],"['35.77525384929336', '-5.863094329833984']"
Appartement en vente à Marjane. Surface totale 72 m². Ascenseur.,670 000 DH,Marjane à Tanger,72 m²,2 Pièces,2 Chambres,1 Salle de bain,Not specified,['Bon état'],"['35.74481715741179', '-5.847816467285156']"
Appartement a vendre complexe hassani,650 000 DH,Hay Hassani à Tanger,84 m²,3 Pièces,2 Chambres,1 Salle de bain,Not specified,"['Bon état', '1-5 ans']","['35.735481836321064', '-5.856142044067383']"
Appartement a vendre moujahidine,580 000 DH,Moujahidine à Tanger,61 m²,3 Pièces,2 Chambres,1 Salle de bain,5ème étage,"['Bon état', '1-5 ans']","['35.7715630596535', '-5.840392112731934']"
Appartement à l'achat à malabata Superficie 80m². Terrasse et ascenseurô,1 650 000 DH,Malabata à Tanger,80 m²,2 Pièces,1 Chambre,1 Salle de bain,2ème étage,"['Bon état', '10-20 ans']","['35.78333239348472', '-5.765123354326732']"
150 m2 avec concervation,2 000 000 DH,Centre à Tanger,150 m²,3 Pièces,2 Chambres,2 Salles de bains,17ème étage,"['Nouveau', '20-30 ans']","['35.77525384929336', '-5.863094329833984']"
Appartement en vente à Tanja Balia. 2 belles chambres. Jardin et ascenseur,500 000 DH,Tanja Balia à Tanger,56 m²,3 Pièces,2 Chambres,1 Salle de bain,2ème étage,"['Nouveau', ""Moins d'un an""]","['35.7658872710907', '-5.763058662414551']"
Appartement à l'achat à Tanja Balia. 4 grandes pièces. Avec ascenseur et espace vert,1 176 000 DH,Tanja Balia à Tanger,98 m²,4 Pièces,3 Chambres,2 Salles de bains,2ème étage,"['Nouveau', ""Moins d'un an""]","['35.7658872710907', '-5.763058662414551']"
Superbe appartement à vendre à Tanja Balia. 4 pièces. Antenne parabolique et sécurité,1 173 000 DH,Tanja Balia à Tanger,102 m²,4 Pièces,3 Chambres,2 Salles de bains,Not specified,['Nouveau'],"['35.7658872710907', '-5.763058662414551']"
Appartement en vente à Tanja Balia. 2 chambres agréables. Avec ascenseur et espace vert,450 000 DH,Tanja Balia à Tanger,54 m²,3 Pièces,2 Chambres,1 Salle de bain,Not specified,['Nouveau'],"['35.7658872710907', '-5.763058662414551']"
"Superbe appartement à vendre à Tanja Balia. Superficie 108 m². Prestation de conciergerie, belle Piscine",1 242 000 DH,Tanja Balia à Tanger,108 m²,4 Pièces,3 Chambres,2 Salles de bains,2ème étage,"['Nouveau', ""Moins d'un an""]","['35.7658872710907', '-5.763058662414551']"
Appartement en vente à Boukhalef. Surface totale 53 m²,250 000 DH,Boukhalef à Tanger,53 m²,3 Pièces,2 Chambres,1 Salle de bain,Not specified,['Nouveau'],"['35.74263521116069', '-5.889247662340068']"
Vend appartement à Boukhalef. 2 chambres,250 000 DH,Boukhalef à Tanger,57 m²,Not specified,2 Chambres,1 Salle de bain,Not specified,[],"['35.72286065381187', '-5.887008905410937']"
Appartement à l'achat à Route Nationale Assilah. 1 belle chambre,340 000 DH,Route Nationale Assilah (N1) à Tanger,50 m²,2 Pièces,1 Chambre,1 Salle de bain,Not specified,['Nouveau'],"['35.649392109473304', '-5.970693826675131']"
Vend appartement à Tanja Balia. Surface de 82 m². Sécurisé 24/24,984 000 DH,Tanja Balia à Tanger,82 m²,3 Pièces,2 Chambres,2 Salles de bains,2ème étage,"['Nouveau', ""Moins d'un an""]","['35.7658872710907', '-5.763058662414551']"
Bel appartement à vendre à Route Nationale Assilah. 2 chambres. Double vitrage et porte blindée,640 000 DH,Route Nationale Assilah (N1) à Tanger,63 m²,3 Pièces,2 Chambres,1 Salle de bain,5ème étage,"['Nouveau', '1-5 ans']","['35.683020838526886', '-5.906412356285667']"
Vente d'un bel appartement à Tanja Balia. Surface totale 120 m². Avec ascenseur et espace vert,1 440 000 DH,Malabata à Tanger,120 m²,4 Pièces,3 Chambres,2 Salles de bains,2ème étage,"['Nouveau', ""Moins d'un an""]","['35.79228959089124', '-5.754261016845703']"
"Vente d'un bel appartement à Tanja Balia. 2 chambres. Antenne parabolique, résidence sécurisée",828 000 DH,Tanja Balia à Tanger,72 m²,3 Pièces,2 Chambres,1 Salle de bain,1er étage,"['Nouveau', ""Moins d'un an""]","['35.7658872710907', '-5.763058662414551']"
Vend appartement en Centre. 4 grandes pièces. Chauffage central et porte blindée,19 000 DH,Centre à Tanger,151 m²,4 Pièces,3 Chambres,2 Salles de bains,3ème étage,"['Nouveau', ""Moins d'un an""]","['35.77824812995999', '-5.804815292358398']"
Bel appartement à vendre à Tanja Balia. Surface totale 103 m². Terrasse et ascenseur,1 184 500 DH,Malabata à Tanger,103 m²,4 Pièces,3 Chambres,2 Salles de bains,3ème étage,"['Nouveau', ""Moins d'un an""]","['35.79228959089124', '-5.754261016845703']"
Bel appartement à vendre en Centre. 2 chambres. Ascenseur et terrasse,960 000 DH,Centre à Tanger,80 m²,3 Pièces,2 Chambres,2 Salles de bains,2ème étage,"['Nouveau', ""Moins d'un an""]","['35.77824812995999', '-5.804815292358398']"
Bel appartement de 123m² à vendre,2 100 000 DH,Mozart à Tanger,125 m²,8 Pièces,2 Chambres,2 Salles de bains,5ème étage,"['Bon état', '1-5 ans']","['35.775253849293364', '-5.863094329833984']"
Magnifique Appartement Meublé à Vendre,2 700 000 DH,Malabata à Tanger,105 m²,4 Pièces,3 Chambres,2 Salles de bains,3ème étage,"['Nouveau', ""Moins d'un an""]","['35.76513279309228', '-5.777177810668945']"
Appartement haut standing à vendre,1 440 000 DH,Ahlane à Tanger,111 m²,4 Pièces,3 Chambres,2 Salles de bains,Not specified,"['Nouveau', ""Moins d'un an""]","['35.7464838070052', '-5.841334442498776']"
Superbe appartement ensoleillé en vente,2 300 000 DH,De La Plage à Tanger,73 m²,3 Pièces,2 Chambres,2 Salles de bains,Not specified,['Nouveau'],"['35.77570647674164', '-5.796489715576172']"
5 pièces 232 m² duplex de 5 pieces a vendre,2 300 000 DH,Route Nationale Assilah (N1) à Tanger,232 m²,5 Pièces,4 Chambres,2 Salles de bains,Not specified,['Nouveau'],"['35.77525384929336', '-5.863094329833984']"
Appartement a vendre,1 050 000 DH,Marjane à Tanger,72 m²,3 Pièces,3 Chambres,2 Salles de bains,4ème étage,"['Nouveau', ""Moins d'un an""]","['35.77525384929336', '-5.863094329833984']"
Villa de 275 m² à vendre à achakar,3 200 000 DH,Achakar à Tanger,275 m²,7 Pièces,5 Chambres,2 Salles de bains,Not specified,"['Bon état', '1-5 ans']","['35.77525384929336', '-5.863094329833984']"
Appartement Zemmouri,890 000 DH,Achakar à Tanger,115 m²,5 Pièces,2 Chambres,1 Salle de bain,3ème étage,"['Bon état', '1-5 ans']","['35.77525384929336', '-5.863094329833984']"
Villa a malabata,6 500 000 DH,Centre à Tanger,338 m²,8 Pièces,4 Chambres,2 Salles de bains,Not specified,"['Bon état', '5-10 ans']","['35.77525384929336', '-5.863094329833984']"
Villa Jbel kbir,6 600 000 DH,Jbel Kbir à Tanger,397 m²,9 Pièces,4 Chambres,3 Salles de bains,Not specified,"['Bon état', '1-5 ans']","['35.790467821137874', '-5.840349197387695']"
Appartement vue sur mer,2 100 000 DH,Centre à Tanger,103 m²,7 Pièces,3 Chambres,2 Salles de bains,4ème étage,"['Nouveau', ""Moins d'un an""]","['35.77525384929336', '-5.863094329833984']"
Appartement a vendre,1 070 000 DH,Centre à Tanger,71 m²,5 Pièces,2 Chambres,1 Salle de bain,4ème étage,"['Bon état', '1-5 ans']","['35.77525384929336', '-5.863094329833984']"
Appartement a vendre vue mer,2 800 000 DH,Centre à Tanger,163 m²,6 Pièces,3 Chambres,3 Salles de bains,3ème étage,"['Nouveau', '1-5 ans']","['35.77525384929336', '-5.863094329833984']"
Bel appartement à vendre centre ville,2 500 000 DH,Centre à Tanger,147 m²,5 Pièces,3 Chambres,2 Salles de bains,1er étage,"['Bon état', '5-10 ans']","['35.77525384929336', '-5.863094329833984']"
Magnifique appartement à vendre à Moujahidin,750 000 DH,Moujahidine à Tanger,69 m²,1 Pièce,2 Chambres,1 Salle de bain,6ème étage,"['Bon état', '5-10 ans']","['35.7715630596535', '-5.840392112731934']"
Joli appartement en vente vers hopital espagnole,1 200 000 DH,Iberie à Tanger,93 m²,3 Pièces,2 Chambres,2 Salles de bains,Not specified,['Bon état'],"['35.77525384929336', '-5.863094329833984']"
Appartement de 155m² à Résidence Assalam Tanger,1 295 000 DH,Castilla à Tanger,155 m²,4 Pièces,3 Chambres,2 Salles de bains,Not specified,['Nouveau'],"['35.767425309730086', '-5.8072327512097415']"
Appartement à l'achat à Boukhalef. 2 chambres,250 000 DH,Boukhalef à Tanger,55 m²,Not specified,2 Chambres,1 Salle de bain,Not specified,[],"['35.72286065381187', '-5.887008905410937']"
Maison à l'achat à Mesnana. Surface totale 165 m². Fenêtres avec double vitrage et porte blindée.,120 000 EUR,Mesnana à Tanger,165 m²,3 Pièces,3 Chambres,3 Salles de bains,Not specified,"['Nouveau', '1-5 ans']","['35.77525384929336', '-5.863094329833984']"
Vente VILLA 520 m² BOUBANA Tanger Ref: VZ374,7 000 000 DH,Jbel Kbir à Tanger,520 m²,9 Pièces,5 Chambres,4 Salles de bains,Not specified,"['Nouveau', '1-5 ans']","['35.77525384929336', '-5.863094329833984']"
Vente Appartement 109 m² Tanger CITY CENTER Ref: VZ365,2 520 000 DH,Tanger City Center à Tanger,109 m²,4 Pièces,3 Chambres,2 Salles de bains,Not specified,['Nouveau'],"['35.7731497173539', '-5.787010858757092']"
Vente Villa 330 m² Ghandouri Tanger Ref: VZ373,6 000 000 DH,De La Plage à Tanger,330 m²,6 Pièces,3 Chambres,2 Salles de bains,Not specified,"['Bon état', '1-5 ans']","['35.77525384929336', '-5.863094329833984']"
A vendre: Appartement neuf de haut standing,1 640 000 DH,Malabata à Tanger,82 m²,3 Pièces,2 Chambres,2 Salles de bains,Not specified,['Nouveau'],"['35.76513279309228', '-5.777177810668945']"
Penthouse à vendre tanger centre,633 000 EUR,Centre à Tanger,406 m²,6 Pièces,4 Chambres,3 Salles de bains,8ème étage,"['Bon état', '10-20 ans']","['35.77525384929336', '-5.863094329833984']"
Superbe appartement à vendre à Tanja Balia. 3 chambres. Parking et ascenseur5,1 176 000 DH,Tanja Balia à Tanger,98 m²,4 Pièces,3 Chambres,2 Salles de bains,Not specified,['Nouveau'],"['35.77137219500453', '-5.766710499750755']"
Vend appartement à Tanja Balia. 2 chambres agréables. Jardin et ascenseur,450 000 DH,Malabata à Tanger,55 m²,3 Pièces,2 Chambres,1 Salle de bain,Not specified,['Nouveau'],"['35.79228959089124', '-5.754261016845703']"
Vente d'un bel appartement en Centre. 3 pièces. Antenne parabolique et sécurité,830 000 DH,Centre à Tanger,72 m²,3 Pièces,2 Chambres,1 Salle de bain,Not specified,['Nouveau'],"['35.77824812995999', '-5.804815292358398']"
Appartement en vente à Tanja Balia. 2 chambres. Avec garage et ascenseur,1 032 000 DH,Tanja Balia à Tanger,86 m²,3 Pièces,2 Chambres,2 Salles de bains,Not specified,['Nouveau'],"['35.7658872710907', '-5.763058662414551']"
Appartement à l'achat à Tanja Balia. 3 grandes pièces. Espaces verts et ascenseur,960 000 DH,Tanja Balia à Tanger,80 m²,3 Pièces,2 Chambres,2 Salles de bains,2ème étage,"['Nouveau', ""Moins d'un an""]","['35.7658872710907', '-5.763058662414551']"
Appartement en vente à Tanja Balia. 2 belles chambres. Ascenseur,9 000 DH,Tanja Balia à Tanger,66 m²,3 Pièces,2 Chambres,1 Salle de bain,1er étage,"['Nouveau', '1-5 ans']","['35.7658872710907', '-5.763058662414551']"
Superbe appartement à vendre à Tanja Balia. 3 chambres agréables. Avec ascenseur et terrasse,1 242 000 DH,Tanja Balia à Tanger,108 m²,4 Pièces,3 Chambres,2 Salles de bains,2ème étage,"['Nouveau', ""Moins d'un an""]","['35.7658872710907', '-5.763058662414551']"
Superbe appartement à vendre à Tanja Balia. 3 chambres agréables. Système de parabole et résidence sécurisée,1 184 500 DH,Tanja Balia à Tanger,103 m²,4 Pièces,3 Chambres,2 Salles de bains,3ème étage,"['Nouveau', ""Moins d'un an""]","['35.7658872710907', '-5.763058662414551']"
Vente d'un bel appartement à Tanja Balia. Surface de 72 m². Ascenseur et terrasse,828 000 DH,Tanja Balia à Tanger,72 m²,3 Pièces,2 Chambres,1 Salle de bain,1er étage,"['Nouveau', ""Moins d'un an""]","['35.7658872710907', '-5.763058662414551']"
Appartement avec terrasse à IBERIA,4 300 000 DH,Iberie à Tanger,259 m²,6 Pièces,3 Chambres,3 Salles de bains,8ème étage,['Bon état'],"['35.77525384929336', '-5.863094329833984']"
Appartement haut standing à IBERIA,18 000 DH,Iberie à Tanger,210 m²,5 Pièces,3 Chambres,3 Salles de bains,1er étage,"['Bon état', '10-20 ans']","['35.77525384929336', '-5.863094329833984']"
Appartements dans un programme neuf,540 000 DH,Aouama Gharbia à Tanger,73 m²,3 Pièces,2 Chambres,2 Salles de bains,Not specified,"['Nouveau', ""Moins d'un an""]","['35.73652689518052', '-5.8206939697265625']"
Superbe appartement à vendre à Boukhalef. Surface de 60 m². Concierge,350 000 DH,Boukhalef à Tanger,60 m²,5 Pièces,2 Chambres,1 Salle de bain,2ème étage,"['Bon état', '5-10 ans']","['32.34023266790936', '-7.437744140625001']"
Vend appartement en Centre. Superficie 108 m². Avec ascenseur et terrasse,1 242 000 DH,Centre à Tanger,108 m²,4 Pièces,3 Chambres,2 Salles de bains,3ème étage,"['Nouveau', ""Moins d'un an""]","['35.77824812995999', '-5.804815292358398']"
Lux apart a cote du lhotel hilton et la plage,1 800 000 DH,De La Plage à Tanger,53 m²,2 Pièces,1 Chambre,1 Salle de bain,2ème étage,"['Bon état', '5-10 ans']","['35.77312139490712', '-5.7917241958720735']"
Vente d'un bel appartement à De La Plage. 3 grandes pièces. Bien meublé.,2 700 000 DH,De La Plage à Tanger,138 m²,3 Pièces,3 Chambres,2 Salles de bains,6ème étage,"['Nouveau', '1-5 ans']","['35.774697062913084', '-5.796458340351533']"
Appartement à Tanger secteur: Moujahidine,630 000 DH,Moujahidine à Tanger,61 m²,3 Pièces,2 Chambres,1 Salle de bain,4ème étage,"['Nouveau', ""Moins d'un an""]","['35.7715630596535', '-5.840392112731934']"
Appartement à vendre Place Mozart 93 m²,970 000 DH,Mozart à Tanger,93 m²,5 Pièces,3 Chambres,2 Salles de bains,1er étage,['Bon état'],"['35.77525384929336', '-5.863094329833984']"
Residence fermée vue degagée sur montagne/ piscine 100m²,1 280 000 DH,Malabata à Tanger,100 m²,3 Pièces,2 Chambres,2 Salles de bains,Not specified,['Nouveau'],"['35.790910214405564', '-5.739938020705921']"
Malabata Hills Appartement Haut Standing 179 m²,2 122 000 DH,Malabata à Tanger,179 m²,3 Pièces,2 Chambres,2 Salles de bains,Not specified,"['Nouveau', ""Moins d'un an""]","['35.782795919678605', '-5.75466334819794']"
Appartement en vente en Centre. Superficie 121 m²,2 440 000 DH,Centre à Tanger,121 m²,4 Pièces,3 Chambres,2 Salles de bains,Not specified,['Nouveau'],"['35.783888220852646', '-5.804686546325684']"
Appartement à l'achat à Route Nationale Assilah. 3 belles chambres,450 000 DH,Route Nationale Assilah (N1) à Tanger,70 m²,4 Pièces,3 Chambres,2 Salles de bains,Not specified,['Nouveau'],"['35.649392109473304', '-5.970693826675131']"
Magnifique villa à vendre à aswak Assalam,4 500 000 DH,Achakar à Tanger,364 m²,3 Pièces,4 Chambres,5 Salles de bains,Not specified,"['Bon état', '1-5 ans']","['35.76661853047848', '-5.927038192749023']"
Bel appartement à vendre à Tanja Balia. 2 chambres agréables. Terrasse et ascenseur,970 000 DH,Tanja Balia à Tanger,81 m²,3 Pièces,2 Chambres,2 Salles de bains,2ème étage,"['Nouveau', ""Moins d'un an""]","['35.77152260000002', '-5.769230800000001']"
Vend appartement à Tanja Balia. 4 pièces. Espaces verts et ascenseur,1 300 000 DH,Malabata à Tanger,108 m²,4 Pièces,3 Chambres,2 Salles de bains,2ème étage,"['Nouveau', ""Moins d'un an""]","['35.79228959089124', '-5.754261016845703']"
Superbe appartement à vendre en Centre. Surface de 106 m². Concierge et climatisation,1 270 000 DH,Centre à Tanger,106 m²,4 Pièces,3 Chambres,2 Salles de bains,2ème étage,"['Nouveau', ""Moins d'un an""]","['35.77824812995999', '-5.804815292358398']"
Appartement à l'achat à Tanja Balia. 3 pièces confortables. Antenne parabolique et sécurité,940 000 DH,Tanja Balia à Tanger,79 m²,3 Pièces,2 Chambres,2 Salles de bains,2ème étage,"['Nouveau', ""Moins d'un an""]","['35.77152030000001', '-5.7692324']"
Appartement en vente à Tanja Balia. Superficie 79 m². Avec ascenseur et espace vert,940 000 DH,Malabata à Tanger,79 m²,3 Pièces,2 Chambres,2 Salles de bains,2ème étage,"['Nouveau', ""Moins d'un an""]","['35.79228959089124', '-5.754261016845703']"
