Title,Price,Neighborhood,Size,Rooms,Bedrooms,Bathrooms,Floors,Additional Information,Location
"Appartement à vendre 118 m², 2 chambres Agdal Rabat",2 100 000 DH,Agdal à Rabat,118 m²,Not specified,2 Chambres,1 Salle de bain,2ème étage,[],"['34.00037546099115', '-6.850061416625977']"
"Appartement à vendre 107 m², 2 chambres Hay Nahda Rabat",2 600 000 DH,Hay Nahda à Rabat,107 m²,Not specified,2 Chambres,1 Salle de bain,2ème étage,[],"['33.98141012358193', '-6.810579299926758']"
"Villa à vendre 827 m², 3 chambres Aviation Mabella Rabat",7 000 000 DH,Rabat,827 m²,Not specified,3 Chambres,2 Salles de bains,Not specified,[],"['33.97012854423725', '-6.843280792236328']"
Appartement à vendre à L'Agdal,4 500 000 DH,Agdal à Rabat,282 m²,6 Pièces,6 Chambres,2 Salles de bains,4ème étage,['Bon état'],"['34.00037546099115', '-6.850061416625977']"
Bel appartement Rez de jardin a vendre au L'orangeraie du Souissi. Surface totale 260 m². Tout confort avec cheminée et climatisation. Sans vie à vis,5 000 000 DH,Souissi à Rabat,260 m²,4 Pièces,3 Chambres,3 Salles de bains,Not specified,"['Nouveau', '1-5 ans']","['33.956353735305164', '-6.836199760437012']"
Appartement de 281m2 EN VENTE a SOUISSI RABAT,5 600 000 DH,Agdal à Rabat,281 m²,5 Pièces,3 Chambres,3 Salles de bains,Not specified,['Nouveau'],"['33.98161168590123', '-6.8646525498479605']"
Bel Appartement à vendre à l'océan,1 250 000 DH,L'Ocean à Rabat,80 m²,3 Pièces,2 Chambres,2 Salles de bains,4ème étage,"['Bon état', '10-20 ans']","['34.02239555835533', '-6.849374771118164']"
Superbe appartement à vendre à Agdal. 3 belles chambres. Avec ascenseur et terrasse,2 500 000 DH,Agdal à Rabat,137 m²,4 Pièces,3 Chambres,2 Salles de bains,3ème étage,"['Bon état', '5-10 ans']","['34.00037546099115', '-6.850061416625977']"
Appartement en vente à L'Ocean. Superficie 116 m². Avec ascenseur,2 000 000 DH,L'Ocean à Rabat,116 m²,4 Pièces,3 Chambres,3 Salles de bains,4ème étage,"['Bon état', ""Moins d'un an""]","['34.02239555835533', '-6.849374771118164']"
Vente Appartement à Mabella,1 200 000 DH,Aviation - Mabella à Rabat,67 m²,3 Pièces,2 Chambres,1 Salle de bain,3ème étage,['Bon état'],"['33.99043658867649', '-6.813497543334961']"
Belle maison a rabat,3 000 000 DH,Hay Nahda à Rabat,100 m²,9 Pièces,6 Chambres,4 Salles de bains,Not specified,"['Bon état', '5-10 ans']","['33.99043658867649', '-6.813497543334961']"
Vente appartement de 122m² 5éme étage terrasKbibat,1 900 000 DH,Kébibat à Rabat,122 m²,5 Pièces,3 Chambres,2 Salles de bains,5ème étage,"['Bon état', '5-10 ans']","['34.0208660754302', '-6.837058067321777']"
Vente bureau diour jamaa Rabat,1 400 000 DH,Diour Jamaa à Rabat,134 m²,4 Pièces,4 Chambres,2 Salles de bains,Not specified,"['Bon état', '10-20 ans']","['34.00691385369434', '-6.856775885211179']"
Vente studio 42m² neuf Hassan,24 000 DH,Quartier Administratif à Rabat,42 m²,2 Pièces,1 Chambre,1 Salle de bain,Not specified,"['Bon état', ""Moins d'un an""]","['34.0208660754302', '-6.837058067321777']"
Vente appartement 165m² Agdal,2 475 000 DH,Agdal à Rabat,165 m²,5 Pièces,3 Chambres,2 Salles de bains,3ème étage,"['Bon état', '10-20 ans']","['33.98161168590123', '-6.8646525498479605']"
Vente appartement Hay Fath 60m²,700 000 DH,Hay Al Fath à Rabat,60 m²,4 Pièces,2 Chambres,1 Salle de bain,4ème étage,"['À rénover', '10-20 ans']","['33.98872875349013', '-6.878900527954102']"
Villa à Vendre Rabat Hay Al Fath,5 500 000 DH,Hay Al Fath à Rabat,300 m²,4 Pièces,3 Chambres,2 Salles de bains,Not specified,"['Nouveau', ""Moins d'un an""]","['33.98872875349013', '-6.878900527954102']"
Appartement de 102m2 en vente à AGDAL,2 100 000 DH,Agdal à Rabat,110 m²,3 Pièces,2 Chambres,2 Salles de bains,Not specified,['Nouveau'],"['34.00037546099115', '-6.850061416625977']"
Appartement à l'achat à Riyad. 4 belles chambres. Avec ascenseur et terrasse,4 640 000 DH,Riyad à Rabat,232 m²,5 Pièces,4 Chambres,4 Salles de bains,Not specified,['Bon état'],"['33.958311531468844', '-6.870403289794922']"
Superbe appartement à vendre à Riyad. 3 chambres. Parking et terrasse,4 350 000 DH,Riyad à Rabat,205 m²,4 Pièces,3 Chambres,3 Salles de bains,Not specified,['Bon état'],"['33.958311531468844', '-6.870403289794922']"
Appartement à vendre à Agdal. 1 belle chambre. Avec ascenseur et terrasse,850 000 DH,Agdal à Rabat,50 m²,2 Pièces,1 Chambre,1 Salle de bain,Not specified,['Bon état'],"['34.00037546099115', '-6.850061416625977']"
Appartement à vendre à Prestigia,2 700 000 DH,Riyad à Rabat,92 m²,3 Pièces,2 Chambres,2 Salles de bains,2ème étage,['Bon état'],"['33.98161168590123', '-6.8646525498479605']"
Appartement à vendre à Agdal. 5 grandes pièces. Parking et terrasse,1 800 000 DH,Agdal à Rabat,120 m²,5 Pièces,4 Chambres,2 Salles de bains,Not specified,['Bon état'],"['33.98161168590123', '-6.8646525498479605']"
Appartement à l'achat à Agdal. 2 grandes pièces. Avec garage et ascenseur,2 200 000 DH,Agdal à Rabat,100 m²,3 Pièces,2 Chambres,2 Salles de bains,Not specified,['Nouveau'],"['34.00037546099115', '-6.850061416625977']"
Villa à vendre Hay Riad,9 500 000 DH,Riyad à Rabat,633 m²,10 Pièces,5 Chambres,4 Salles de bains,Not specified,['Bon état'],"['33.98161168590123', '-6.8646525498479605']"
Villa a vendre de 550m a hassan centre ville,6 990 000 DH,Hassan - Centre Ville à Rabat,550 m²,2 Pièces,7 Chambres,3 Salles de bains,Not specified,"['Bon état', '20-30 ans']","['34.02155192350975', '-6.836142503480361']"
Villa à vendre Hay Riad,9 500 000 DH,Riyad à Rabat,633 m²,10 Pièces,5 Chambres,4 Salles de bains,Not specified,['Bon état'],"['33.98161168590123', '-6.8646525498479605']"
Villa aux finitions d'exception sur l'avenue Med VI,9 500 000 DH,Souissi à Rabat,850 m²,14 Pièces,5 Chambres,7 Salles de bains,Not specified,"['Nouveau', '1-5 ans']","['33.849433030011085', '-6.853885081875365']"
NEW Belle Villa Moderne de Luxe sans vis à vis,18 000 000 DH,Quartier Des Ambassades à Rabat,2435 m²,15 Pièces,7 Chambres,8 Salles de bains,Not specified,"['Bon état', '10-20 ans']","['33.953138012963194', '-6.826543724164367']"
Villa sur l'Avenue Mohamed 6 IDEAL INVESTISSEUR,7 000 000 DH,Souissi à Rabat,492 m²,5 Pièces,3 Chambres,2 Salles de bains,Not specified,['À rénover'],"['33.953138012963194', '-6.826543724164367']"
Bel Appartement Haut de Gamme à Vendre 106m2,1 900 000 DH,Quartier Administratif à Rabat,106 m²,4 Pièces,3 Chambres,2 Salles de bains,1er étage,"['Bon état', '10-20 ans']","['34.01230025550104', '-6.828009543143584']"
Appartement à vendre à Agdal,1 740 000 DH,Agdal à Rabat,93 m²,4 Pièces,3 Chambres,2 Salles de bains,4ème étage,['Bon état'],"['33.98161168590123', '-6.8646525498479605']"
"Superbe Villa de Luxe à Vendre à Souissi, Rabat",30 000 000 DH,Souissi à Rabat,1500 m²,8 Pièces,4 Chambres,4 Salles de bains,Not specified,"['Nouveau', ""Moins d'un an""]","['33.96901393209833', '-6.857582703882396']"
Appartement de luxe à vendre à NAKHIL,2 850 000 DH,Riyad à Rabat,140 m²,5 Pièces,3 Chambres,3 Salles de bains,3ème étage,"['Bon état', '5-10 ans']","['33.98161168590123', '-6.8646525498479605']"
Vente Appartement Rabat Souissi Orangeraie,2 250 000 DH,Souissi à Rabat,60 m²,2 Pièces,1 Chambre,1 Salle de bain,4ème étage,"['Nouveau', ""Moins d'un an""]","['33.953138012963194', '-6.826543724164367']"
Vente Appartement Rabat Bas Agdal,2 100 000 DH,Agdal à Rabat,115 m²,4 Pièces,3 Chambres,2 Salles de bains,2ème étage,['Bon état'],"['33.98161168590123', '-6.8646525498479605']"
Vente Villa Rabat Hay Riad REF 3564,6 400 000 DH,Riyad à Rabat,342 m²,10 Pièces,4 Chambres,3 Salles de bains,Not specified,['Bon état'],"['33.98161168590123', '-6.8646525498479605']"
Vente Appartement Rabat CYM,1 300 000 DH,Hay Al Kora à Rabat,81 m²,4 Pièces,2 Chambres,1 Salle de bain,Not specified,['Bon état'],"['33.98872875349013', '-6.878900527954102']"
Vente Appartement Rabat Hassan,2 900 000 DH,Hassan - Centre Ville à Rabat,112 m²,4 Pièces,3 Chambres,2 Salles de bains,3ème étage,['Bon état'],"['34.0208660754302', '-6.837058067321777']"
Vente Appartement Rabat Agdal,2 912 500 DH,Agdal à Rabat,233 m²,5 Pièces,2 Chambres,2 Salles de bains,4ème étage,['Bon état'],"['33.98161168590123', '-6.8646525498479605']"
Vente Villa Rabat Souissi Ambassadeurs,16 000 000 DH,Souissi à Rabat,2270 m²,12 Pièces,4 Chambres,3 Salles de bains,Not specified,[],"['33.97127', '-6.8631']"
Vente Villa Rabat Hay Riad,6 000 000 DH,Riyad à Rabat,200 m²,8 Pièces,4 Chambres,2 Salles de bains,Not specified,['Bon état'],"['33.98161168590123', '-6.8646525498479605']"
Vente Villa Rabat Souissi ONEP,9 300 000 DH,Souissi à Rabat,2038 m²,9 Pièces,4 Chambres,2 Salles de bains,Not specified,['Bon état'],"['34.00252', '-6.84705']"
Vente Villa Rabat Hay Riad,6 000 000 DH,Riyad à Rabat,450 m²,7 Pièces,4 Chambres,2 Salles de bains,Not specified,['Bon état'],"['33.98161168590123', '-6.8646525498479605']"
Vente Villa Rabat Souissi,14 000 000 DH,Souissi à Rabat,2630 m²,9 Pièces,5 Chambres,5 Salles de bains,Not specified,['À rénover'],"['33.953138012963194', '-6.826543724164367']"
Vente Villa Rabat Hay Riad,9 100 000 DH,Riyad à Rabat,840 m²,12 Pièces,7 Chambres,4 Salles de bains,Not specified,['Bon état'],"['33.98161168590123', '-6.8646525498479605']"
Vente Appartement Rabat Bas Agdal,2 250 000 DH,Agdal à Rabat,128 m²,4 Pièces,3 Chambres,1 Salle de bain,Not specified,['Bon état'],"['33.98161168590123', '-6.8646525498479605']"
Vente Appartement Rabat L’Océan,900 000 DH,L'Ocean à Rabat,60 m²,2 Pièces,1 Chambre,1 Salle de bain,Not specified,['Bon état'],"['34.0208660754302', '-6.837058067321777']"
Vente Villa Rabat Aviation,5 500 000 DH,Aviation - Mabella à Rabat,411 m²,8 Pièces,5 Chambres,2 Salles de bains,Not specified,['Bon état'],"['33.99043658867649', '-6.813497543334961']"
Vente Appartement Rabat Diour Jamaa,1 200 000 DH,Diour Jamaa à Rabat,52 m²,2 Pièces,1 Chambre,1 Salle de bain,Not specified,['Bon état'],"['34.0208660754302', '-6.837058067321777']"
Vente Appartement Rabat Agdal,3 350 000 DH,Agdal à Rabat,200 m²,6 Pièces,3 Chambres,2 Salles de bains,Not specified,['Bon état'],"['33.98161168590123', '-6.8646525498479605']"
Vente Appartement Rabat Hay Riad,3 100 000 DH,Riyad à Rabat,150 m²,5 Pièces,3 Chambres,2 Salles de bains,5ème étage,[],"['33.95158', '-6.8764']"
Vente Appartement Rabat Souissi Orangeraie,2 400 000 DH,Souissi à Rabat,81 m²,2 Pièces,1 Chambre,1 Salle de bain,1er étage,"['Nouveau', ""Moins d'un an""]","['33.953138012963194', '-6.826543724164367']"
Vente Villa Rabat Hay Riad,8 500 000 DH,Riyad à Rabat,763 m²,8 Pièces,4 Chambres,2 Salles de bains,Not specified,['Bon état'],"['33.98161168590123', '-6.8646525498479605']"
Vente Appartement Rabat Bas Agdal,4 500 000 DH,Agdal à Rabat,329 m²,9 Pièces,5 Chambres,2 Salles de bains,Not specified,['Bon état'],"['33.98161168590123', '-6.8646525498479605']"
Vente Villa Rabat Souissi,20 000 000 DH,Souissi à Rabat,2040 m²,14 Pièces,6 Chambres,6 Salles de bains,Not specified,['Nouveau'],"['33.953138012963194', '-6.826543724164367']"
Vente Appartement Rabat Mabella,2 250 000 DH,Aviation - Mabella à Rabat,127 m²,5 Pièces,3 Chambres,2 Salles de bains,3ème étage,['Bon état'],"['33.99043658867649', '-6.813497543334961']"
Vente Villa Rabat Hay Riad,6 500 000 DH,Riyad à Rabat,400 m²,15 Pièces,4 Chambres,4 Salles de bains,Not specified,"['À rénover', '20-30 ans']","['33.98161168590123', '-6.8646525498479605']"
Vente Villa Rabat Hay Riad,8 000 000 DH,Riyad à Rabat,850 m²,12 Pièces,7 Chambres,3 Salles de bains,Not specified,['Bon état'],"['33.98161168590123', '-6.8646525498479605']"
Vente Appartement Rabat Haut Agdal,3 700 000 DH,Haut Agdal à Rabat,168 m²,6 Pièces,3 Chambres,2 Salles de bains,6ème étage,['Bon état'],"['33.98863', '-6.84749']"
Appartement à vendre à Riyad proche mahaj hay riyad,2 100 000 DH,Riyad à Rabat,113 m²,3 Pièces,2 Chambres,1 Salle de bain,Not specified,"['Bon état', '10-20 ans']","['33.958311531468844', '-6.870403289794922']"
Villa Neuf 1990m2 souissi,22 000 000 DH,Quartier Des Ambassades à Rabat,1900 m²,6 Pièces,5 Chambres,4 Salles de bains,Not specified,"['À rénover', ""Moins d'un an""]","['33.956353735305164', '-6.836199760437012']"
Villa 2850m2 a demolir Ambassadeur,12 000 000 DH,Souissi à Rabat,1850 m²,7 Pièces,5 Chambres,4 Salles de bains,Not specified,"['À rénover', '10-20 ans']","['33.831638461142866', '-6.9261932373046875']"
Appt 110 m² Hassan,1 600 000 DH,Hassan - Centre Ville à Rabat,110 m²,3 Pièces,2 Chambres,2 Salles de bains,5ème étage,"['Bon état', '20-30 ans']","['34.0208660754302', '-6.837058067321777']"
Maison a vendre منزل للبيع,2 600 000 DH,Hay Al Rajaa Fillah à Rabat,102 m²,9 Pièces,6 Chambres,3 Salles de bains,Not specified,"['Bon état', '20-30 ans']","['33.98872875349013', '-6.878900527954102']"
Spacieux appartement dans belle résidence fermée,2 300 000 DH,Aviation - Mabella à Rabat,146 m²,6 Pièces,3 Chambres,2 Salles de bains,Not specified,"['Bon état', '10-20 ans']","['33.99043658867649', '-6.813497543334961']"
Appartement à vendre à Agdal,1 800 000 DH,Agdal à Rabat,101 m²,3 Pièces,2 Chambres,2 Salles de bains,1er étage,"['Bon état', '5-10 ans']","['33.98161168590123', '-6.8646525498479605']"
Appartement à rabat 73m²,650 000 DH,Hay Nahda à Rabat,73 m²,3 Pièces,2 Chambres,1 Salle de bain,3ème étage,"['Bon état', '20-30 ans']","['33.99043658867649', '-6.813497543334961']"
Plusieurs appartements en vente quartiers les ORANGERS rabat,1 950 000 DH,Diour Jamaa à Rabat,150 m²,4 Pièces,2 Chambres,2 Salles de bains,1er étage,"['Nouveau', '1-5 ans']","['34.0158174431452', '-6.846498611563209']"
Appartement à louer sur LES CLOS DES PINS,3 300 000 DH,Haut Agdal à Rabat,192 m²,5 Pièces,3 Chambres,3 Salles de bains,7ème étage,"['Nouveau', ""Moins d'un an""]","['33.98995038663034', '-6.8454694747924805']"
Av villa neuve gamme prestige rabat souissi,17 300 000 DH,Souissi à Rabat,900 m²,13 Pièces,4 Chambres,4 Salles de bains,Not specified,"['Nouveau', ""Moins d'un an""]","['33.95303121874988', '-6.829268848523469']"
Bel appartement a vendre a agdal,2 350 000 DH,Agdal à Rabat,120 m²,4 Pièces,3 Chambres,2 Salles de bains,1er étage,"['Bon état', '10-20 ans']","['33.98161168590123', '-6.8646525498479605']"
Appartement à vendre à mahaj riad,2 800 000 DH,Riyad à Rabat,137 m²,3 Pièces,3 Chambres,3 Salles de bains,Not specified,['Bon état'],"['33.958311531468844', '-6.870403289794922']"
Vente d’un superbe appartement sur Agdal Rabat,2 430 000 DH,Agdal à Rabat,135 m²,4 Pièces,3 Chambres,1 Salle de bain,3ème étage,['Bon état'],"['34.00037546099115', '-6.850061416625977']"
"Villa à Vendre de 600.0 m² à Rabat, Nahda",5 500 000 DH,Hay Nahda à Rabat,600 m²,6 Pièces,4 Chambres,3 Salles de bains,Not specified,[],"['-6.808901614019788', '33.98128090928127']"
"Appartement à Vendre de 87.0 m² à Rabat, Hay Nahda",1 090 000 DH,Hay Nahda à Rabat,87 m²,3 Pièces,1 Chambre,2 Salles de bains,Not specified,[],"['-6.8123243', '33.9801128']"
Riad original à vendre Médina Rabat,6 500 000 DH,Médina à Rabat,321 m²,23 Pièces,17 Chambres,4 Salles de bains,Not specified,[],"['34.02662816974167', '-6.837615966796875']"
Appartement en vente à Agdal. 2 chambres. Ascenseur et terrasse,2 200 000 DH,Agdal à Rabat,97 m²,3 Pièces,2 Chambres,2 Salles de bains,Not specified,['Nouveau'],"['34.00037546099115', '-6.850061416625977']"
Luxueuse villa en vente à l’orangeraie souissi,17 000 000 DH,Souissi à Rabat,1000 m²,9 Pièces,5 Chambres,5 Salles de bains,Not specified,"['Nouveau', ""Moins d'un an""]","['33.956353735305164', '-6.836199760437012']"
Villa à vendre à l’Aviation,4 650 000 DH,Aviation - Mabella à Rabat,500 m²,9 Pièces,6 Chambres,5 Salles de bains,Not specified,"['Bon état', '10-20 ans']","['34.00047024368799', '-6.833195686340332']"
Appartement à vendre à Hay Riad,4 500 000 DH,Riyad à Rabat,255 m²,5 Pièces,3 Chambres,3 Salles de bains,4ème étage,"['Bon état', '5-10 ans']","['33.951006597587075', '-6.860946804393611']"
Appartement à vendre à l’Agdal,1 400 000 DH,Agdal à Rabat,65 m²,3 Pièces,1 Chambre,1 Salle de bain,3ème étage,"['Bon état', '20-30 ans']","['34.00204423840032', '-6.850808380768832']"
Appartement à vendre à l’Agdal,2 200 000 DH,Agdal à Rabat,133 m²,4 Pièces,3 Chambres,2 Salles de bains,4ème étage,"['Bon état', '10-20 ans']","['34.00239545006388', '-6.8459503718494']"
Villa à vendre à Hay Riad,12 000 000 DH,Rabat,Not specified,Not specified,4 Chambres,4 Salles de bains,Not specified,[],"['33.97012854423725', '-6.843280792236328']"
Appartement à vendre à Qbibat,1 700 000 DH,Diour Jamaa à Rabat,113 m²,3 Pièces,3 Chambres,2 Salles de bains,Not specified,['Bon état'],"['34.0208660754302', '-6.837058067321777']"
Vente d'un bel appartement à Haut Agdal. 5 pièces confortables. Tout confort avec cheminée et climatisation,3 500 000 DH,Haut Agdal à Rabat,228 m²,5 Pièces,3 Chambres,3 Salles de bains,4ème étage,"['Bon état', '20-30 ans']","['33.98995038663034', '-6.8454694747924805']"
Villa spacieuse à quartier Hassan à rénover,4 000 000 DH,Hassan - Centre Ville à Rabat,253 m²,7 Pièces,3 Chambres,3 Salles de bains,Not specified,['À rénover'],"['34.021395459749726', '-6.821501255035571']"
Villa à vendre à Mabella,3 650 000 DH,Aviation - Mabella à Rabat,385 m²,7 Pièces,4 Chambres,3 Salles de bains,Not specified,"['Bon état', '10-20 ans']","['33.99379322501359', '-6.823840141296387']"
Villa à vendre à Souissi,15 000 000 DH,Souissi à Rabat,1600 m²,9 Pièces,5 Chambres,6 Salles de bains,Not specified,"['Bon état', '10-20 ans']","['33.953138012963194', '-6.826543724164367']"
Ville en vente 3 niveaux 2face hay. Riad,4 300 000 DH,Riyad à Rabat,200 m²,6 Pièces,4 Chambres,3 Salles de bains,Not specified,['Bon état'],"['33.958311531468844', '-6.870403289794922']"
Villa à vendre à hay riad,5 600 000 DH,Riyad à Rabat,337 m²,6 Pièces,3 Chambres,3 Salles de bains,Not specified,['Bon état'],"['33.98161168590123', '-6.8646525498479605']"
Avendre ancienne villa 940m2 2facades a OLM,8 200 000 DH,Souissi à Rabat,940 m²,10 Pièces,5 Chambres,5 Salles de bains,Not specified,"['À rénover', '20-30 ans']","['33.953138012963194', '-6.826543724164367']"
A vendre villa contemporaine 1400m2 sur Souissi,18 500 000 DH,Souissi à Rabat,1400 m²,12 Pièces,6 Chambres,8 Salles de bains,Not specified,"['Bon état', '5-10 ans']","['33.953138012963194', '-6.826543724164367']"
Avendre ancienne villa1850m2 BirKacem,10 500 000 DH,Souissi à Rabat,1850 m²,14 Pièces,6 Chambres,8 Salles de bains,Not specified,"['À rénover', '20-30 ans']","['33.953138012963194', '-6.826543724164367']"
Bel appartement à vendre avec terrasse,1 110 000 DH,Rabat,70 m²,3 Pièces,2 Chambres,1 Salle de bain,Not specified,[],"['33.97012854423725 ', '-6.843280792236328']"
Belle appartement a vendre au Centre ville Rabat,1 470 000 DH,Hassan - Centre Ville à Rabat,78 m²,1 Pièce,2 Chambres,2 Salles de bains,3ème étage,"['Bon état', '10-20 ans']","['34.01903421658485', '-6.839139461517331']"
Apparemment à rénover à vendre,2 600 000 DH,Riyad à Rabat,170 m²,3 Pièces,3 Chambres,2 Salles de bains,2ème étage,"['À rénover', '10-20 ans']","['33.95777727927078', '-6.873968448590642']"
Mahaj Riad appartement duplex à la vente bien,4 500 000 DH,Riyad à Rabat,210 m²,6 Pièces,4 Chambres,2 Salles de bains,4ème étage,['Bon état'],"['33.98161168590123', '-6.8646525498479605']"
Appartement à vendre 173 m² à Rabat,1 850 000 DH,Diour Jamaa à Rabat,173 m²,6 Pièces,3 Chambres,2 Salles de bains,1er étage,"['Bon état', '10-20 ans']","['34.016953319257496', '-6.847743988037109']"
Villa à vendre a souissi,12 000 000 DH,Souissi à Rabat,2000 m²,3 Pièces,5 Chambres,4 Salles de bains,Not specified,"['À rénover', '20-30 ans']","['33.95634483612884', '-6.836199760437012']"
Villa commerciale angle la moins chere à hay riad,4 900 000 DH,Riyad à Rabat,290 m²,6 Pièces,5 Chambres,3 Salles de bains,Not specified,"['Bon état', '20-30 ans']","['33.98161168590123', '-6.8646525498479605']"
Bel appartement ensoleillé à cote cour des comptes,4 200 000 DH,Riyad à Rabat,200 m²,7 Pièces,4 Chambres,4 Salles de bains,3ème étage,"['Nouveau', '5-10 ans']","['33.98161168590123', '-6.8646525498479605']"
Bel studio à vendre à Agdal Bon prix,780 000 DH,Agdal à Rabat,27 m²,1 Pièce,1 Chambre,1 Salle de bain,1er étage,"['Bon état', '5-10 ans']","['34.00037546099115', '-6.850061416625977']"
Une magnifique villa à vendre,6 900 000 DH,Riyad à Rabat,350 m²,6 Pièces,4 Chambres,3 Salles de bains,Not specified,"['Bon état', ""Moins d'un an""]","['33.958311531468844', '-6.870403289794922']"
Une magnifique villa à vendre,5 400 000 DH,Souissi à Rabat,400 m²,8 Pièces,4 Chambres,3 Salles de bains,Not specified,"['Nouveau', '1-5 ans']","['33.958311531468844', '-6.870403289794922']"
Une villa commerciale à vendre à l'oranger,6 500 000 DH,Les Orangers à Rabat,400 m²,4 Pièces,4 Chambres,3 Salles de bains,Not specified,"['Bon état', '1-5 ans']","['34.01538816628851', '-6.842765808105469']"
Maison d'hôtes en activité autorisée et classée,6 800 000 DH,L'Ocean à Rabat,540 m²,10 Pièces,7 Chambres,7 Salles de bains,Not specified,"['Bon état', '70-100 ans']","['34.02627249623692', '-6.8427228927612305']"
Une villa à vendre,5 800 000 DH,Hassan - Centre Ville à Rabat,410 m²,2 Pièces,7 Chambres,4 Salles de bains,Not specified,"['Bon état', '10-20 ans']","['34.02150632745047', '-6.830148696899414']"
Joli appartement à 5mn de la gare rabat agdal,1 350 000 DH,Agdal à Rabat,85 m²,4 Pièces,2 Chambres,2 Salles de bains,5ème étage,"['Bon état', '10-20 ans']","['34.00037546099115', '-6.850061416625977']"
Appartement à vendre aviation Rabat,1 980 000 DH,Aviation - Mabella à Rabat,107 m²,1 Pièce,2 Chambres,2 Salles de bains,Not specified,"['Bon état', '5-10 ans']","['33.99379322501359', '-6.823840141296387']"
Villa à vendre Olm Souissi,8 300 000 DH,Souissi à Rabat,1000 m²,7 Pièces,4 Chambres,4 Salles de bains,Not specified,"['Bon état', '10-20 ans']","['33.953138012963194', '-6.826543724164367']"
Appartement à vendre à DIAR MANSOUR1 RABAT,1 100 000 DH,Hay Al Kora à Rabat,79 m²,3 Pièces,2 Chambres,2 Salles de bains,4ème étage,"['Bon état', '5-10 ans']","['33.98872875349013', '-6.878900527954102']"
Appartement à vendre à Guich Oudaya,1 800 000 DH,Guich Oudaya à Rabat,95 m²,4 Pièces,2 Chambres,2 Salles de bains,Not specified,"['Bon état', '10-20 ans']","['33.9416098430421', '-6.88949639996166']"
Vente chic appartement à Hassan Rabat,2 170 000 DH,Hassan - Centre Ville à Rabat,117 m²,3 Pièces,2 Chambres,2 Salles de bains,4ème étage,"['Bon état', '1-5 ans']","['34.0208660754302', '-6.837058067321777']"
Appartement en vente à Mabella,1 990 000 DH,Rabat,117 m²,4 Pièces,3 Chambres,1 Salle de bain,4ème étage,[],"['33.97012854423725 ', '-6.843280792236328']"
Vente appartement avec vus sur la corniche da Rabat,1 250 000 DH,Rabat,89 m²,3 Pièces,2 Chambres,1 Salle de bain,Not specified,[],"['33.97012854423725 ', '-6.843280792236328']"
Appartement sur avenue mouqawama en vente,1 400 000 DH,L'Ocean à Rabat,76 m²,4 Pièces,2 Chambres,2 Salles de bains,Not specified,['Bon état'],"['34.0208660754302', '-6.837058067321777']"
Villa tres bien située à Souissi Rabat km5/5 2000m,9 950 000 DH,Souissi à Rabat,700 m²,8 Pièces,4 Chambres,4 Salles de bains,Not specified,"['À rénover', '20-30 ans']","['33.953138012963194', '-6.826543724164367']"
Villa commerciale 1000m en plein avenue,12 000 000 DH,Agdal à Rabat,1000 m²,16 Pièces,8 Chambres,4 Salles de bains,Not specified,['À rénover'],"['34.00037546099115', '-6.850061416625977']"
Villa bien située à vendre,9 000 000 DH,Riyad à Rabat,646 m²,8 Pièces,4 Chambres,3 Salles de bains,Not specified,[],"['33.958311531468844', '-6.870403289794922']"
Magnifique appartement en vente à Hay Riad,4 250 000 DH,Riyad à Rabat,209 m²,5 Pièces,3 Chambres,3 Salles de bains,5ème étage,"['Bon état', '5-10 ans']","['33.98161168590123', '-6.8646525498479605']"
Villa en vente a hay riad,7 800 000 DH,Riyad à Rabat,665 m²,6 Pièces,4 Chambres,5 Salles de bains,Not specified,['Bon état'],"['33.958311531468844', '-6.870403289794922']"
Villa avendre,3 300 000 DH,Les Orangers à Rabat,295 m²,5 Pièces,7 Chambres,3 Salles de bains,Not specified,"['À rénover', '20-30 ans']","['34.01538816628851', '-6.842765808105469']"
Magnifique appartement à vendre à l'Océan Rabat,1 650 000 DH,L'Ocean à Rabat,91 m²,3 Pièces,2 Chambres,2 Salles de bains,3ème étage,"['Nouveau', ""Moins d'un an""]","['34.0208660754302', '-6.837058067321777']"
Villa à vendre à Hay Riad,10 000 000 DH,Riyad à Rabat,642 m²,4 Pièces,4 Chambres,3 Salles de bains,Not specified,['Bon état'],"['33.98161168590123', '-6.8646525498479605']"
Appartement à vendre à l’Orangeraie – Souissi,4 200 000 DH,Souissi à Rabat,177 m²,3 Pièces,2 Chambres,3 Salles de bains,4ème étage,"['Bon état', '10-20 ans']","['33.9537989071885', '-6.841425806683303']"
Charmant appt avec un prix choc,2 740 000 DH,Riyad à Rabat,140 m²,4 Pièces,2 Chambres,2 Salles de bains,1er étage,"['Bon état', '5-10 ans']","['33.98161168590123', '-6.8646525498479605']"
Joli Appt RDC entièrement rénové à avenue Annakhil,2 460 000 DH,Riyad à Rabat,120 m²,4 Pièces,3 Chambres,1 Salle de bain,Not specified,"['Bon état', '10-20 ans']","['33.98161168590123', '-6.8646525498479605']"
Bel appartement 1er etage avec piscine à prestigia,3 200 000 DH,Riyad à Rabat,186 m²,6 Pièces,3 Chambres,3 Salles de bains,1er étage,"['Nouveau', '5-10 ans']","['33.98161168590123', '-6.8646525498479605']"
Villa recente habitable dès le premier jour,10 000 000 DH,Souissi à Rabat,1999 m²,8 Pièces,5 Chambres,5 Salles de bains,Not specified,"['Bon état', '5-10 ans']","['33.956353735305164', '-6.836199760437012']"
