Title,Price,Neighborhood,Size,Rooms,Bedrooms,Bathrooms,Floors,Additional Information,Location
Studio neuf à louer,7 500 DH,Les Hôpitaux à Casablanca,50 m²,1 Pièce,1 Chambre,1 Salle de bain,5ème étage,"['Nouveau', ""Moins d'un an""]","['33.57797899192462', '-7.6200056076049805']"
Appartement vide en location à oisis,12 500 DH,Oasis à Casablanca,140 m²,4 Pièces,3 Chambres,2 Salles de bains,4ème étage,"['Bon état', '1-5 ans']","['33.55702447218315', '-7.6348114013671875']"
Appartement 137m² à louer au quartier des hôpitaux,7 500 DH,Les Hôpitaux à Casablanca,137 m²,3 Pièces,3 Chambres,3 Salles de bains,Not specified,['Bon état'],"['33.57797899192462', '-7.6200056076049805']"
Exclusivité: Villa à Bouznika Plage Pied sur Mer,23 000 DH,Plage Oued Cherrat à Bouznika,240 m²,6 Pièces,3 Chambres,3 Salles de bains,Not specified,"['Bon état', '1-5 ans']","['33.81878686007617', '-7.151981592177918']"
A louer Villa Vide jumelée 400m2 Aindiab,35 000 DH,Ain Diab à Casablanca,400 m²,5 Pièces,4 Chambres,3 Salles de bains,Not specified,"['Bon état', '5-10 ans']","['33.58630932470067', '-7.671375274658203']"
Rez De Jardin Location Meublé Ville Verte,18 000 DH,Bouskoura,230 m²,4 Pièces,3 Chambres,3 Salles de bains,Not specified,"['Bon état', ""Moins d'un an""]","['33.44032295498702', '-7.643909454345703']"
Duplex meublé a louer a sidi Bouzid,7 000 DH,Sidi Bouzid,124 m²,2 Pièces,3 Chambres,2 Salles de bains,Not specified,"['Bon état', '10-20 ans']","['33.22527703599243', '-8.553026912268251']"
Appartement vide 3 chambres Californie,5 800 DH,Californie à Casablanca,115 m²,3 Pièces,3 Chambres,2 Salles de bains,2ème étage,"['Bon état', ""Moins d'un an""]","['33.5320075462679', '-7.616862947014511']"
Bel appartement meublé à louer à Ghandi,9 000 DH,Maârif Extension à Casablanca,135 m²,5 Pièces,2 Chambres,2 Salles de bains,1er étage,"['Bon état', '10-20 ans']","['33.57154299116339', '-7.636313438415527']"
Appartement vide de 3 chambres à louer,8 500 DH,Californie à Casablanca,120 m²,5 Pièces,3 Chambres,2 Salles de bains,Not specified,"['Bon état', '5-10 ans']","['33.5320075462679', '-7.616862947014511']"
Villa Laymoune,20 000 DH,Laymoune à Casablanca,400 m²,6 Pièces,5 Chambres,4 Salles de bains,Not specified,"['Bon état', '5-10 ans']","['33.54371964707593', '-7.665281295776367']"
Appartement à louer à Racine. Surface totale 56 m². Bien meublé,8 000 DH,Racine à Casablanca,56 m²,1 Pièce,1 Chambre,1 Salle de bain,3ème étage,['Bon état'],"['33.592458238962855', '-7.648158073425293']"
Appartement 2 chambres vide à louer,6 000 DH,La Siesta à Mohammedia,95 m²,2 Pièces,2 Chambres,1 Salle de bain,3ème étage,['Bon état'],"['33.71562738549358', '-7.349109163973644']"
Studio meublé jamais habité,8 500 DH,Les princesses à Casablanca,55 m²,2 Pièces,1 Chambre,1 Salle de bain,Not specified,['Nouveau'],"['33.57154299116339', '-7.636313438415527']"
Bel appartement traversant de 150 m² à la location,13 490 DH,Palmier à Casablanca,150 m²,4 Pièces,3 Chambres,2 Salles de bains,7ème étage,['Bon état'],"['33.57154299116339', '-7.636313438415527']"
Studio à louer meublé neuf les princesses,8 500 DH,Les princesses à Casablanca,54 m²,2 Pièces,1 Chambre,1 Salle de bain,4ème étage,"['Nouveau', ""Moins d'un an""]","['33.57154299116339', '-7.636313438415527']"
Location sblime villa bouskoura ville verte,28 000 DH,Bouskoura,450 m²,5 Pièces,4 Chambres,3 Salles de bains,Not specified,"['Bon état', '1-5 ans']","['33.44032295498702', '-7.643909454345703']"
Appartement meublé a louer Riviera avec terrasse,8 900 DH,Riviera à Casablanca,80 m²,3 Pièces,2 Chambres,2 Salles de bains,1er étage,"['Nouveau', '1-5 ans']","['33.56163776372238', '-7.64124870300293']"
Location Villa Isolée Bouskoura Ville Verte,38 000 DH,Bouskoura,800 m²,5 Pièces,4 Chambres,3 Salles de bains,Not specified,"['Nouveau', ""Moins d'un an""]","['33.44032295498702', '-7.643909454345703']"
Location appartement duplex jardin bouskoura,17 000 DH,Bouskoura,200 m²,4 Pièces,3 Chambres,3 Salles de bains,Not specified,['Bon état'],"['33.44032295498702', '-7.643909454345703']"
Location appartement terrasse Gauthier extension,13 000 DH,Gauthier à Casablanca,136 m²,4 Pièces,3 Chambres,2 Salles de bains,Not specified,['Bon état'],"['33.59424563181959', '-7.610692977905273']"
Studio meuble a la location a racine 9500dh,9 500 DH,Racine à Casablanca,70 m²,2 Pièces,1 Chambre,1 Salle de bain,Not specified,['Bon état'],"['33.582734173084866', '-7.675838470458984']"
Location d'un appartement à Val Fleury. Superficie 120 m². Chauffage central et porte blindée,7 500 DH,Val Fleury à Casablanca,120 m²,3 Pièces,3 Chambres,3 Salles de bains,Not specified,['Nouveau'],"['33.57519011717882', '-7.636785507202148']"
Appartement meuble a la location a racine 15000dh,15 000 DH,Racine à Casablanca,111 m²,3 Pièces,2 Chambres,2 Salles de bains,5ème étage,['À rénover'],"['33.582734173084866', '-7.675838470458984']"
Appartement a louer,1 800 DH,Bouskoura,70 m²,1 Pièce,3 Chambres,2 Salles de bains,15ème étage,"['Bon état', '1-5 ans']","['33.44032295498702', '-7.643909454345703']"
Studio Haut Standing Gauthier,7 500 DH,Gauthier à Casablanca,40 m²,2 Pièces,1 Chambre,1 Salle de bain,5ème étage,"['Nouveau', ""Moins d'un an""]","['33.58891909184207', '-7.628674507141113']"
"Superdeal oasis, calme plat belle finirions vente",1 750 000 DH,Oasis à Casablanca,87 m²,3 Pièces,2 Chambres,2 Salles de bains,Not specified,['Nouveau'],"['33.57154299116339', '-7.636313438415527']"
Studio à louer meublé à gauthier,8 500 DH,Gauthier à Casablanca,48 m²,2 Pièces,1 Chambre,1 Salle de bain,Not specified,"['Bon état', ""Moins d'un an""]","['33.5911740726878', '-7.629131023707472']"
"Etage haut, quartier anfa racine ref02",15 000 DH,Racine à Casablanca,180 m²,4 Pièces,3 Chambres,3 Salles de bains,Not specified,['Nouveau'],"['33.582734173084866', '-7.675838470458984']"
Petit 2ch racine proche iris,9 000 DH,Racine à Casablanca,90 m²,3 Pièces,2 Chambres,2 Salles de bains,Not specified,['Nouveau'],"['33.582734173084866', '-7.675838470458984']"
Location appart meublé deux ch bourgogne ouest,8 500 DH,Bourgogne Ouest à Casablanca,100 m²,3 Pièces,2 Chambres,2 Salles de bains,Not specified,"['Bon état', '5-10 ans']","['33.598304662993705', '-7.644252777099609']"
Très bel appartement meublé de 210 m² à la location,23 500 DH,Maârif à Casablanca,210 m²,4 Pièces,3 Chambres,2 Salles de bains,5ème étage,['Bon état'],"['33.57154299116339', '-7.636313438415527']"
Appartement meublé quartier CFC,7 200 DH,Casablanca Finance City à Casablanca,54 m²,2 Pièces,1 Chambre,1 Salle de bain,2ème étage,"['Bon état', '1-5 ans']","['33.547117579470296', '-7.675495147705078']"
Magnifique rez jardin meuble / 3 chambres / bouskoura,25 000 DH,Bouskoura,450 m²,5 Pièces,3 Chambres,2 Salles de bains,Not specified,[],"['33.44032295498702', '-7.643909454345703']"
Appt cabinet medecin au cfc,1 650 000 DH,Casablanca Finance City à Casablanca,126 m²,3 Pièces,2 Chambres,1 Salle de bain,4ème étage,"['Bon état', '10-20 ans']","['33.5585265011327', '-7.605092525482178']"
Gauthier 2 chambres terrasse,10 000 DH,Gauthier à Casablanca,120 m²,3 Pièces,2 Chambres,1 Salle de bain,Not specified,['Bon état'],"['33.59424563181959', '-7.610692977905273']"
Appartement vide en location à ferme bretone,7 500 DH,Oasis à Casablanca,112 m²,4 Pièces,3 Chambres,1 Salle de bain,3ème étage,"['Bon état', '5-10 ans']","['33.55702447218315', '-7.6348114013671875']"
Loation studio avec terrasse VELODROME,8 200 DH,Racine Extension à Casablanca,65 m²,2 Pièces,1 Chambre,1 Salle de bain,4ème étage,"['Nouveau', '5-10 ans']","['33.582734173084866', '-7.675838470458984']"
Appartement à louer à Racine,15 000 DH,Racine à Casablanca,190 m²,5 Pièces,3 Chambres,3 Salles de bains,4ème étage,"['Bon état', '1-5 ans']","['33.582734173084866', '-7.675838470458984']"
Appartement à louer à Gauthier,14 000 DH,Gauthier à Casablanca,140 m²,5 Pièces,3 Chambres,2 Salles de bains,3ème étage,"['Bon état', '1-5 ans']","['33.59424563181959', '-7.610692977905273']"
Très bel appartement non meublé de 100 m² à la location,9 500 DH,Ferme Bretonne (Hay Arraha) à Casablanca,100 m²,3 Pièces,2 Chambres,2 Salles de bains,3ème étage,['Bon état'],"['33.547117579470296', '-7.675495147705078']"
Studio les princesses,7 200 DH,Les princesses à Casablanca,47 m²,1 Pièce,1 Chambre,1 Salle de bain,5ème étage,"['Bon état', '1-5 ans']","['33.57511860638507', '-7.6462697982788015']"
Appartement 2 chambres 250m2,15 500 DH,Maârif Extension à Casablanca,135 m²,3 Pièces,2 Chambres,2 Salles de bains,1er étage,"['Bon état', '5-10 ans']","['33.57987394514173', '-7.646827697753906']"
Appartement vide 134m²Florida Sidi Maarouf 5000 Dh,5 000 DH,Sidi Maarouf à Casablanca,134 m²,4 Pièces,3 Chambres,2 Salles de bains,Not specified,"['Bon état', '10-20 ans']","['33.5320075462679', '-7.616862947014511']"
Concept 4 ch residence fermée VIDE,28 000 DH,Ain Diab à Casablanca,435 m²,4 Pièces,4 Chambres,4 Salles de bains,Not specified,['Nouveau'],"['33.582734173084866', '-7.675838470458984']"
Appartement meublé 64m² Gauthier 5200 Dh,5 200 DH,Gauthier à Casablanca,64 m²,2 Pièces,1 Chambre,1 Salle de bain,2ème étage,"['Bon état', '20-30 ans']","['33.59424563181959', '-7.610692977905273']"
Découvrez ce magnifique studio entièrement meublé,8 000 DH,Palmier à Casablanca,60 m²,2 Pièces,1 Chambre,1 Salle de bain,Not specified,['Nouveau'],"['33.580946541729524', '-7.629060745239258']"
Appartement meuble a louer a beni yekhlef luizia,3 000 DH,Zone industrielle à Mohammedia,70 m²,1 Pièce,2 Chambres,1 Salle de bain,1er étage,['Nouveau'],"['33.6731971021707', '-7.420749664306641']"
Studio haut standing,9 500 DH,El Manar - El Hank à Casablanca,43 m²,2 Pièces,1 Chambre,1 Salle de bain,3ème étage,"['Nouveau', ""Moins d'un an""]","['33.60689931379632', '-7.652578353881836']"
Appartement haut standing au CIL,16 000 DH,CIL (Hay Salam) à Casablanca,140 m²,4 Pièces,2 Chambres,2 Salles de bains,2ème étage,"['Nouveau', '1-5 ans']","['33.57243690885356', '-7.657556533813477']"
"Californie, Villa éclatante avec piscine privée",60 000 DH,Californie à Casablanca,1180 m²,5 Pièces,4 Chambres,4 Salles de bains,Not specified,"['Bon état', '1-5 ans']","['33.5320075462679', '-7.616862947014511']"
Magnifique studio à louer,8 000 DH,Bourgogne Ouest à Casablanca,60 m²,1 Pièce,1 Chambre,1 Salle de bain,3ème étage,"['Bon état', '1-5 ans']","['33.598304662993705', '-7.644252777099609']"
Bourgogne appartement d'exception sans vis à vis,14 500 DH,Bourgogne Est à Casablanca,170 m²,4 Pièces,3 Chambres,3 Salles de bains,Not specified,"['Bon état', '5-10 ans']","['33.59424563181959', '-7.610692977905273']"
"Beauséjour, Joli Studio meublé dernier étage",6 000 DH,Beauséjour à Casablanca,62 m²,2 Pièces,1 Chambre,1 Salle de bain,Not specified,['Bon état'],"['33.568610876168464', '-7.648673057556152']"
Magnifique appartement au quartier d’anfa,30 000 DH,Anfa à Casablanca,250 m²,4 Pièces,4 Chambres,5 Salles de bains,3ème étage,"['Nouveau', '10-20 ans']","['33.596175974504256', '-7.657470703125']"
Exclusivité villa atypique au quartier oasis,24 000 DH,Oasis à Casablanca,728 m²,4 Pièces,4 Chambres,5 Salles de bains,Not specified,"['Bon état', '30-50 ans']","['33.55702447218315', '-7.6348114013671875']"
Studio meublé au quartier oasis,8 000 DH,Oasis à Casablanca,71 m²,1 Pièce,1 Chambre,2 Salles de bains,1er étage,"['Nouveau', ""Moins d'un an""]","['33.55702447218315', '-7.6348114013671875']"
Triangle d'or appartement d'exception meublé avec terrasse,22 000 DH,Triangle d'Or à Casablanca,180 m²,4 Pièces,3 Chambres,2 Salles de bains,Not specified,"['Bon état', '5-10 ans']","['33.582734173084866', '-7.675838470458984']"
Superbe appartement meublé neuf a Marina Casa,22 000 DH,Casablanca Marina à Casablanca,170 m²,4 Pièces,2 Chambres,2 Salles de bains,Not specified,"['Nouveau', ""Moins d'un an""]","['33.59424563181959', '-7.610692977905273']"
Ain Diab – Magnifique appartement face à l’océan,25 000 DH,Casablanca Marina à Casablanca,180 m²,4 Pièces,2 Chambres,3 Salles de bains,Not specified,"['Bon état', '1-5 ans']","['33.56862875522015', '-7.598311901092529']"
"Gauthier, Beau Studio 98m² avec une grande terrass",10 000 DH,Gauthier à Casablanca,98 m²,2 Pièces,1 Chambre,2 Salles de bains,Not specified,"['Bon état', '5-10 ans']","['33.58891909184207', '-7.628674507141113']"
Gauthier beau studio meublé moderne,9 000 DH,Gauthier à Casablanca,56 m²,1 Pièce,1 Chambre,1 Salle de bain,Not specified,"['Bon état', '1-5 ans']","['33.58891909184207', '-7.628674507141113']"
"Exclusive, 2 chambres meublé CFC étage élevé",16 500 DH,Casablanca Finance City à Casablanca,120 m²,3 Pièces,2 Chambres,2 Salles de bains,7ème étage,"['Bon état', '5-10 ans']","['33.5585265011327', '-7.605092525482178']"
Exclusif studio meublé au CFC sans vis à vis,11 500 DH,Casablanca Finance City à Casablanca,77 m²,2 Pièces,1 Chambre,1 Salle de bain,9ème étage,"['Nouveau', ""Moins d'un an""]","['33.5585265011327', '-7.605092525482178']"
Duplex en exclusivité au FAUBOURGS D'ANFA,30 000 DH,Casablanca Finance City à Casablanca,250 m²,3 Pièces,3 Chambres,3 Salles de bains,3ème étage,"['Nouveau', '1-5 ans']","['33.547117579470296', '-7.675495147705078']"
Duplex en location à Casablanca Finance City. 3 belles chambres. Piscine et air conditionné,25 000 DH,Casablanca Finance City à Casablanca,251 m²,3 Pièces,3 Chambres,3 Salles de bains,10ème étage,"['Nouveau', ""Moins d'un an""]","['33.5585265011327', '-7.605092525482178']"
"Exclusivité CFC 2 chambres meublé, vue imprenable",18 000 DH,Casablanca Finance City à Casablanca,120 m²,3 Pièces,2 Chambres,2 Salles de bains,Not specified,"['Nouveau', ""Moins d'un an""]","['33.547117579470296', '-7.675495147705078']"
Racine – grand studio d’exception meublé,8 500 DH,Racine à Casablanca,78 m²,2 Pièces,1 Chambre,1 Salle de bain,Not specified,"['Bon état', '5-10 ans']","['33.592458238962855', '-7.648158073425293']"
Racine appartement de très haut standing,18 000 DH,Racine à Casablanca,140 m²,2 Pièces,2 Chambres,2 Salles de bains,Not specified,"['Bon état', '5-10 ans']","['33.592458238962855', '-7.648158073425293']"
Racine Joli Studio meublé sans vis à vis,8 000 DH,Racine à Casablanca,58 m²,2 Pièces,1 Chambre,1 Salle de bain,Not specified,['Bon état'],"['33.592458238962855', '-7.648158073425293']"
Bel appartement en location meublé à Racine,20 000 DH,Racine à Casablanca,200 m²,4 Pièces,3 Chambres,3 Salles de bains,Not specified,"['Bon état', '1-5 ans']","['33.592458238962855', '-7.648158073425293']"
Racine appartement meublé avec terrasse,14 000 DH,Racine à Casablanca,160 m²,4 Pièces,3 Chambres,2 Salles de bains,Not specified,['Bon état'],"['33.592458238962855', '-7.648158073425293']"
Duplex en exclusivité à bouskoura,25 000 DH,Bouskoura,180 m²,4 Pièces,4 Chambres,3 Salles de bains,Not specified,"['Nouveau', '5-10 ans']","['33.44032295498702', '-7.643909454345703']"
Villa location front de golf,40 000 DH,Bouskoura,580 m²,4 Pièces,4 Chambres,3 Salles de bains,Not specified,"['Bon état', '1-5 ans']","['33.44032295498702', '-7.643909454345703']"
Ravissant appartement rez de jardin meublé,9 500 DH,Dar Bouazza,220 m²,4 Pièces,2 Chambres,2 Salles de bains,Not specified,"['Bon état', '1-5 ans']","['33.51741153987773', '-7.819862365722656']"
Coquet appartement refait à neuf meublé,9 000 DH,Dar Bouazza,130 m²,3 Pièces,2 Chambres,2 Salles de bains,Not specified,"['Bon état', '5-10 ans']","['33.51741153987773', '-7.819862365722656']"
Location Appartement à bourgogne,13 000 DH,Bourgogne Ouest à Casablanca,158 m²,4 Pièces,3 Chambres,2 Salles de bains,Not specified,['Bon état'],"['33.598304662993705', '-7.644252777099609']"
Très joli appartement vue mer meublé,8 500 DH,Dar Bouazza,110 m²,3 Pièces,2 Chambres,2 Salles de bains,3ème étage,"['Bon état', '5-10 ans']","['33.51741153987773', '-7.819862365722656']"
Duplex à louer à RACINE,24 000 DH,Racine à Casablanca,240 m²,5 Pièces,4 Chambres,3 Salles de bains,6ème étage,"['Bon état', '5-10 ans']","['33.582734173084866', '-7.675838470458984']"
Appartement à louer à RACINE,14 000 DH,Racine à Casablanca,244 m²,4 Pièces,3 Chambres,2 Salles de bains,2ème étage,"['Bon état', '5-10 ans']","['33.582734173084866', '-7.675838470458984']"
Studio meublé à louer à RACINE,8 000 DH,Racine à Casablanca,60 m²,2 Pièces,1 Chambre,1 Salle de bain,4ème étage,"['Bon état', '5-10 ans']","['33.582734173084866', '-7.675838470458984']"
Appartement meublé à louer à RACINE,15 000 DH,Racine à Casablanca,120 m²,3 Pièces,2 Chambres,1 Salle de bain,2ème étage,"['Bon état', '5-10 ans']","['33.582734173084866', '-7.675838470458984']"
Appartement à louer à RACINE,12 000 DH,Racine à Casablanca,156 m²,4 Pièces,3 Chambres,2 Salles de bains,4ème étage,"['Bon état', '5-10 ans']","['33.582734173084866', '-7.675838470458984']"
Appartement à louer à GAUTHIER,8 500 DH,Gauthier à Casablanca,160 m²,4 Pièces,3 Chambres,2 Salles de bains,7ème étage,"['Bon état', '5-10 ans']","['33.59424563181959', '-7.610692977905273']"
Studio meublé à louer à GAUTHIER,7 500 DH,Gauthier à Casablanca,50 m²,2 Pièces,1 Chambre,1 Salle de bain,Not specified,"['Bon état', '5-10 ans']","['33.59424563181959', '-7.610692977905273']"
Studio meublé à louer à GAUTHIER,8 000 DH,Gauthier à Casablanca,64 m²,2 Pièces,1 Chambre,1 Salle de bain,Not specified,"['Bon état', '5-10 ans']","['33.59424563181959', '-7.610692977905273']"
À louer apparement vide 156 m2 val fleury,10 000 DH,Val Fleury à Casablanca,156 m²,4 Pièces,3 Chambres,2 Salles de bains,2ème étage,"['Bon état', '5-10 ans']","['33.57519011717882', '-7.636785507202148']"
Studio meublé a la location a Gauthier,10 000 DH,Gauthier à Casablanca,55 m²,2 Pièces,1 Chambre,1 Salle de bain,3ème étage,"['Nouveau', ""Moins d'un an""]","['33.58891909184208', '-7.628674507141114']"
Location appartement vide deux ch princesse,5 500 DH,Les princesses à Casablanca,100 m²,3 Pièces,2 Chambres,2 Salles de bains,3ème étage,"['Bon état', '10-20 ans']","['33.44032295498702', '-7.643909454345703']"
Studio meublé Neuf a la location a El Manar,10 000 DH,El Manar - El Hank à Casablanca,50 m²,2 Pièces,1 Chambre,2 Salles de bains,2ème étage,"['Nouveau', ""Moins d'un an""]","['33.606899313796326', '-7.652578353881836']"
Appartement moderne / Bouskoura,17 000 DH,Bouskoura,220 m²,6 Pièces,3 Chambres,2 Salles de bains,2ème étage,"['Nouveau', '1-5 ans']","['33.44032295498702', '-7.643909454345703']"
Beau studio à louer centre ville Casablanca,4 100 DH,Sidi Belyout à Casablanca,67 m²,2 Pièces,1 Chambre,1 Salle de bain,6ème étage,"['Bon état', '5-10 ans']","['33.595236421178654', '-7.60950713477247']"
Appartement meublé Bourgogne,8 500 DH,Anfa à Casablanca,130 m²,2 Pièces,2 Chambres,2 Salles de bains,2ème étage,"['Bon état', '5-10 ans']","['33.60157797831002', '-7.659852077374175']"
Très bel appartement en location à Belvédère. 3 pièces confortables. Meublé,8 000 DH,Belvédère à Casablanca,90 m²,3 Pièces,2 Chambres,2 Salles de bains,Not specified,['Nouveau'],"['33.5895625839363', '-7.59678840637207']"
Bel appartement en location à Belvédère. 2 chambres agréables. Bien meublé,7 300 DH,Belvédère à Casablanca,80 m²,3 Pièces,2 Chambres,1 Salle de bain,4ème étage,"['Nouveau', ""Moins d'un an""]","['33.5895625839363', '-7.59678840637207']"
Luxueuse studio meublé à louer sur belvédère,6 000 DH,Belvédère à Casablanca,60 m²,2 Pièces,1 Chambre,1 Salle de bain,2ème étage,"['Nouveau', '1-5 ans']","['33.5895625839363', '-7.59678840637207']"
Très bel appartement très moderne 3ch 3FCD a CFC,"16 000,1 DH",Casablanca Finance City à Casablanca,165 m²,3 Pièces,3 Chambres,3 Salles de bains,Not specified,"['Bon état', ""Moins d'un an""]","['33.5585265011327', '-7.605092525482178']"
Superbe studio,7 500 DH,Maârif Extension à Casablanca,50 m²,2 Pièces,1 Chambre,1 Salle de bain,2ème étage,"['Nouveau', ""Moins d'un an""]","['33.57987394514173', '-7.646827697753906']"
Beau studio meuble en location maarif,6 500 DH,Casablanca,75 m²,Not specified,1 Chambre,1 Salle de bain,Not specified,[],"['33.57601248704883', '-7.603912353515625']"
Tres beau studio moderne en location,8 500 DH,Gauthier à Casablanca,50 m²,Not specified,1 Chambre,1 Salle de bain,Not specified,[],"['33.58891909184207', '-7.628674507141113']"
Villa vide en location ain diab,32 000 DH,Ain Diab à Casablanca,450 m²,Not specified,4 Chambres,3 Salles de bains,Not specified,[],"['33.58630932470067', '-7.671375274658203']"
A vendre ou a louer studio vide bourgogne,9 500 DH,Casablanca,50 m²,Not specified,1 Chambre,1 Salle de bain,Not specified,[],"['33.57601248704883', '-7.603912353515625']"
Tres beau studio vide en location bourgogne,9 500 DH,Anfa à Casablanca,50 m²,Not specified,1 Chambre,1 Salle de bain,Not specified,[],"['33.596175974504256', '-7.657470703125']"
"Les princesses, bel appt meuble en location",9 500 DH,Les princesses à Casablanca,117 m²,Not specified,2 Chambres,1 Salle de bain,Not specified,[],"['33.57154299116339', '-7.636313438415527']"
Beau studio meuble en location les princesses,7 000 DH,Les princesses à Casablanca,72 m²,Not specified,1 Chambre,1 Salle de bain,Not specified,[],"['33.57154299116339', '-7.636313438415527']"
Magnifique appt meuble en location palmier,11 000 DH,Palmier à Casablanca,113 m²,Not specified,2 Chambres,2 Salles de bains,Not specified,[],"['33.580946541729524', '-7.629060745239258']"
Appt vide en location maarif,4 000 DH,Maârif à Casablanca,70 m²,2 Pièces,1 Chambre,1 Salle de bain,3ème étage,"['Bon état', '20-30 ans']","['33.57154299116339', '-7.636313438415527']"
Villa 4 chambres avec du cachet,50 000 DH,El Manar - El Hank à Casablanca,1000 m²,8 Pièces,4 Chambres,3 Salles de bains,Not specified,['Bon état'],"['33.582734173084866', '-7.675838470458984']"
Duplex 5 chambres à Palmiers,23 000 DH,Palmier à Casablanca,340 m²,7 Pièces,5 Chambres,3 Salles de bains,Not specified,['Bon état'],"['33.582551913984325', '-7.627945882018303']"
Location appt vide neuf bourogne,7 000 DH,Racine à Casablanca,58 m²,Not specified,2 Chambres,1 Salle de bain,Not specified,[],"['33.592458238962855', '-7.648158073425293']"
Grand studio vide avec terrasse gauthier,8 500 DH,Gauthier à Casablanca,82 m²,Not specified,1 Chambre,1 Salle de bain,Not specified,[],"['33.58891909184207', '-7.628674507141113']"
Magnifique appartement meublé à almaz,10 000 DH,Sidi Maarouf à Casablanca,95 m²,2 Pièces,2 Chambres,2 Salles de bains,1er étage,"['Bon état', '5-10 ans']","['33.5320075462679', '-7.616862947014511']"
Très bel appartement de 185 m² non meublé à la location,20 000 DH,Ain Diab à Casablanca,185 m²,4 Pièces,3 Chambres,2 Salles de bains,Not specified,['Bon état'],"['33.582734173084866', '-7.675838470458984']"
Bel appartement 3 chambres vide à Abdelmoumen,6 500 DH,Les Hôpitaux à Casablanca,100 m²,3 Pièces,3 Chambres,2 Salles de bains,5ème étage,"['Bon état', '1-5 ans']","['33.57154299116339', '-7.636313438415527']"
Studio neuf avec grande terrasse sans vis à vis,10 000 DH,Casablanca Finance City à Casablanca,80 m²,2 Pièces,1 Chambre,1 Salle de bain,Not specified,['Nouveau'],"['33.5585265011327', '-7.605092525482178']"
"Appartement à Louer de 123.0 m² à Casablanca, Tonton ville",8 600 DH,Casablanca,123 m²,4 Pièces,2 Chambres,2 Salles de bains,Not specified,[],"['-7.625936', '33.56786']"
Magnifique studio haut standing Palmier,8 000 DH,Palmier à Casablanca,48 m²,2 Pièces,1 Chambre,1 Salle de bain,4ème étage,"['Nouveau', ""Moins d'un an""]","['33.580946541729524', '-7.629060745239258']"
Villa à louer sur DAR BOUAZZA,20 000 DH,Dar Bouazza,396 m²,5 Pièces,4 Chambres,4 Salles de bains,Not specified,"['Bon état', '5-10 ans']","['33.51741153987773', '-7.819862365722656']"
Villa à louer sur AIN DIAB,40 000 DH,Ain Diab à Casablanca,800 m²,6 Pièces,5 Chambres,2 Salles de bains,Not specified,"['Bon état', '5-10 ans']","['33.582734173084866', '-7.675838470458984']"
Super studio meublé HD les princesse,7 000 DH,Les princesses à Casablanca,40 m²,1 Pièce,1 Chambre,1 Salle de bain,4ème étage,"['Nouveau', '1-5 ans']","['33.57154299116339', '-7.636313438415527']"
Superbe appartement à louer à Les princesses. 3 chambres. Tout confort avec cheminée et climatisation,8 000 DH,Les princesses à Casablanca,128 m²,4 Pièces,3 Chambres,3 Salles de bains,4ème étage,"['Bon état', '1-5 ans']","['33.57665085654356', '-7.648144051947828']"
Appartement 3 chambres moderne a louer vide ferme bretonne,12 500 DH,Casablanca Finance City à Casablanca,140 m²,5 Pièces,3 Chambres,2 Salles de bains,2ème étage,"['Bon état', '1-5 ans']","['33.55446738662894', '-7.603483200073243']"
Appartement en location à Palmier. Surface de 49 m². Meublé,8 000 DH,Palmier à Casablanca,49 m²,2 Pièces,1 Chambre,1 Salle de bain,4ème étage,"['Nouveau', ""Moins d'un an""]","['33.580852586939386', '-7.629602879901122']"
Appartement à louer à ON HILL Bouskoura,9 000 DH,Bouskoura,110 m²,8 Pièces,2 Chambres,2 Salles de bains,2ème étage,"['Bon état', ""Moins d'un an""]","['33.44032295498702', '-7.643909454345703']"
Duplex Meublé à louer à On Hill,11 000 DH,Bouskoura,110 m²,10 Pièces,2 Chambres,2 Salles de bains,Not specified,"['Nouveau', ""Moins d'un an""]","['33.44032295498702', '-7.643909454345703']"
Duplex Meublé à louer à bouskoura One Hill,11 700 DH,Bouskoura,100 m²,3 Pièces,2 Chambres,1 Salle de bain,Not specified,"['Nouveau', ""Moins d'un an""]","['33.44032295498702', '-7.643909454345703']"
Appartement meublé a louer,7 500 DH,Nassim 2 à Casablanca,104 m²,2 Pièces,2 Chambres,2 Salles de bains,Not specified,"['Nouveau', ""Moins d'un an""]","['33.547117579470296', '-7.675495147705078']"
Spacieux studio neuf avec grand balcon,6 300 DH,Beauséjour à Casablanca,65 m²,2 Pièces,1 Chambre,1 Salle de bain,Not specified,['Nouveau'],"['33.568610876168464', '-7.648673057556152']"
Appartement neuf avec grande terrasse,13 000 DH,Casablanca Finance City à Casablanca,127 m²,2 Pièces,2 Chambres,2 Salles de bains,Not specified,"['Nouveau', ""Moins d'un an""]","['33.5585265011327', '-7.605092525482178']"
Superbe appartement à louer à Maârif Extension. 1 Pièce. Avec garage et ascenseur,8 000 DH,Maârif Extension à Casablanca,140 m²,1 Pièce,3 Chambres,2 Salles de bains,Not specified,['Bon état'],"['33.58215090000001', '-7.643388900000001']"
Studio meublé proche de lyautey,4 500 DH,Bourgogne Est à Casablanca,40 m²,2 Pièces,1 Chambre,1 Salle de bain,5ème étage,"['Bon état', '10-20 ans']","['33.59424563181959', '-7.610692977905273']"
